,Area Type,Area Name,Year,Month,Date,Series Code,Industry Title,Seasonally Adjusted,Current Employment
1888,County,Lassen County,2019,March,03/01/2019,8000000,Private Service Providing,N,3030
1889,County,Los Angeles County,2019,March,03/01/2019,42444000,Building Material and Garden Equipment S,N,23600
1890,County,Mono County,2019,March,03/01/2019,90920000,State Government,N,140
1891,County,Monterey County,2019,March,03/01/2019,42445000,Food and Beverage Stores,N,4000
1892,County,Placer County,2019,March,03/01/2019,90920000,State Government,N,700
1893,County,San Diego County,2019,March,03/01/2019,42445000,Food and Beverage Stores,N,31700
1894,County,San Luis Obispo County,2019,March,03/01/2019,6000000,Goods Producing,N,15700
1895,County,Santa Barbara County,2019,March,03/01/2019,70720000,Accommodation and Food Service,N,25000
1896,County,Santa Barbara County,2019,March,03/01/2019,90939012,County,N,4600
1897,County,Siskiyou County,2019,March,03/01/2019,42000000,Retail Trade,N,1560
1898,County,Solano County,2019,March,03/01/2019,70722000,Food Services and Drinking Places,N,12300
1899,County,Stanislaus County,2019,March,03/01/2019,11000000,Total Farm,N,12800
1900,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,March,03/01/2019,42000000,Retail Trade,N,148800
1901,Metropolitan Area,Madera MSA,2019,March,03/01/2019,41000000,Wholesale Trade,N,1000
1902,Metropolitan Area,Napa MSA,2019,March,03/01/2019,60560000,Administrative and Support and Waste Ser,N,4100
1903,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2019,March,03/01/2019,90912991,Federal Government excluding Department of Defense,N,1800
1904,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2019,March,03/01/2019,42446000,Health and Personal Care Stores,N,5700
1905,Metropolitan Area,San Diego-Carlsbad MSA,2019,March,03/01/2019,60561000,Administrative and Support Services,N,80600
1906,Metropolitan Area,Santa Rosa MSA,2019,March,03/01/2019,90939022,City,N,2500
1907,Metropolitan Area,Santa Rosa MSA,2019,March,03/01/2019,60550000,Management of Companies and Enterprises,N,2100
1908,Metropolitan Area,Stockton-Lodi MSA,2019,March,03/01/2019,90930000,Local Government,N,35400
1909,Metropolitan Area,Stockton-Lodi MSA,2019,March,03/01/2019,60560000,Administrative and Support and Waste Ser,N,12000
1910,State,California,2019,March,03/01/2019,41423300,Lumber & Other Const. Mat Merch whole,N,24100
1911,County,Calaveras County,2019,April,04/01/2019,1000000,Total Wage and Salary,N,9700
1912,County,Lassen County,2019,April,04/01/2019,6000000,Goods Producing,N,200
1913,County,Los Angeles County,2019,April,04/01/2019,90931611,Local Government Education,N,238300
1914,County,Los Angeles County,2019,April,04/01/2019,60000000,Professional and Business Services,N,636300
1915,County,Los Angeles County,2019,April,04/01/2019,41425000,Wholesale Electronic Markets and Agents,N,11300
1916,County,Madera County,2019,April,04/01/2019,90930000,Local Government,N,8600
1917,County,Modoc County,2019,April,04/01/2019,65000000,Educational and Health Services,N,310
1918,County,Napa County,2019,April,04/01/2019,40000000,"Trade, Transportation and Utilities",N,10200
1919,County,Nevada County,2019,April,04/01/2019,42000000,Retail Trade,N,4020
1920,County,Orange County,2019,April,04/01/2019,43220000,Utilities,N,2900
1921,County,Riverside County,2019,April,04/01/2019,80000000,Other Services,N,23600
1922,County,San Joaquin County,2019,April,04/01/2019,15000000,"Natural Resources, Mining and Constructi",N,12900
1923,County,Stanislaus County,2019,April,04/01/2019,41000000,Wholesale Trade,N,6200
1924,County,Stanislaus County,2019,April,04/01/2019,65000000,Educational and Health Services,N,34300
1925,County,Tulare County,2019,April,04/01/2019,30000000,Manufacturing,N,12800
1926,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,April,04/01/2019,31334400,Semiconductor and Electronic Component M,N,13700
1927,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,April,04/01/2019,42448000,Clothing and Clothing Accessories Stores,N,16200
1928,Metropolitan Area,Bakersfield MSA,2019,April,04/01/2019,90919110,Department of Defense,N,8100
1929,Metropolitan Area,Bakersfield MSA,2019,April,04/01/2019,8000000,Private Service Providing,N,165700
1930,Metropolitan Area,Bakersfield MSA,2019,April,04/01/2019,90922000,State Government Excluding Education,N,8400
1931,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,April,04/01/2019,70711500,"Independent Artists, Writers, and Perfor",N,11000
1932,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,April,04/01/2019,20238900,Other Specialty Trade Contract,N,10500
1933,Metropolitan Area,Merced MSA,2019,April,04/01/2019,7000000,Service Providing,N,58100
1934,Metropolitan Area,Oakland-Hayward-Berkeley MD,2019,April,04/01/2019,42445000,Food and Beverage Stores,N,25400
1935,Metropolitan Area,Oakland-Hayward-Berkeley MD,2019,April,04/01/2019,8000000,Private Service Providing,N,831400
1936,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2019,April,04/01/2019,1000000,Total Wage and Salary,N,1556300
1937,Metropolitan Area,San Diego-Carlsbad MSA,2019,April,04/01/2019,90939012,County,N,19900
1938,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2019,April,04/01/2019,70722000,Food Services and Drinking Places,N,81600
1939,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2019,April,04/01/2019,50000000,Information,N,1200
1940,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2019,April,04/01/2019,90930000,Local Government,N,13800
1941,Metropolitan Area,San Rafael MD,2019,April,04/01/2019,90940000,State and Local Government,N,15300
1942,Metropolitan Area,San Rafael MD,2019,April,04/01/2019,90920000,State Government,N,2000
1943,Metropolitan Area,Santa Maria-Santa Barbara MSA,2019,April,04/01/2019,65610000,Educational Services,N,3400
1944,County,Alpine County,2019,May,05/01/2019,90000000,Government,N,310
1945,County,Amador County,2019,May,05/01/2019,11000000,Total Farm,N,360
1946,County,Fresno County,2019,May,05/01/2019,90931611,Local Government Education,N,37300
1947,County,Humboldt County,2019,May,05/01/2019,0,Total Nonfarm,N,51500
1948,County,Imperial County,2019,May,05/01/2019,90930000,Local Government,N,14600
1949,County,Kern County,2019,May,05/01/2019,0,Total Nonfarm,Y,272800
1950,County,Lassen County,2019,May,05/01/2019,0,Total Nonfarm,N,9610
1951,County,Los Angeles County,2019,May,05/01/2019,32323000,Printing and Related Support Activities,N,12500
1952,County,Madera County,2019,May,05/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,800
1953,County,Mariposa County,2019,May,05/01/2019,11000000,Total Farm,N,21
1954,County,Mendocino County,2019,May,05/01/2019,50000000,Information,N,210
1955,County,Modoc County,2019,May,05/01/2019,6000000,Goods Producing,N,110
1956,County,Monterey County,2019,May,05/01/2019,90922000,State Government Excluding Education,N,4200
1957,County,Napa County,2019,May,05/01/2019,90920000,State Government,N,3600
1958,County,Sacramento County,2019,May,05/01/2019,32000000,Nondurable Goods,N,7500
1959,County,San Francisco County,2019,May,05/01/2019,11000000,Total Farm,N,300
1960,County,San Joaquin County,2019,May,05/01/2019,20238000,Specialty Trade Contractors,N,8900
1961,County,San Luis Obispo County,2019,May,05/01/2019,70721000,Accommodation,N,4600
1962,County,Solano County,2019,May,05/01/2019,6000000,Goods Producing,N,25700
1963,County,Sonoma County,2019,May,05/01/2019,60000000,Professional and Business Services,N,23000
1964,County,Ventura County,2019,May,05/01/2019,60540000,"Professional, Scientific and Technical S",N,17300
1965,County,Ventura County,2019,May,05/01/2019,50000000,Information,N,5300
1966,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,May,05/01/2019,42445000,Food and Beverage Stores,N,29800
1967,Metropolitan Area,Chico MSA,2019,May,05/01/2019,50000000,Information,N,800
1968,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,May,05/01/2019,43488000,Support Activities for Transportation,N,61100
1969,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,May,05/01/2019,60541600,"Management, Scientific and Technical Con",N,53800
1970,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,May,05/01/2019,43220000,Utilities,N,11900
1971,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,May,05/01/2019,7000000,Service Providing,N,4054800
1972,Metropolitan Area,Modesto MSA,2019,May,05/01/2019,80000000,Other Services,N,6000
1973,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2019,May,05/01/2019,31000000,Durable Goods,N,23500
1974,Metropolitan Area,Salinas MSA,2019,May,05/01/2019,90939022,City,N,2300
1975,Metropolitan Area,San Diego-Carlsbad MSA,2019,May,05/01/2019,42446000,Health and Personal Care Stores,N,8700
1976,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2019,May,05/01/2019,42445000,Food and Beverage Stores,N,17700
1977,Metropolitan Area,Santa Cruz-Watsonville MSA,2019,May,05/01/2019,90932994,Special Districts plus Indian Tribes,N,1100
1978,Metropolitan Area,Santa Cruz-Watsonville MSA,2019,May,05/01/2019,55520000,Finance and Insurance,N,1900
1979,Metropolitan Area,Vallejo-Fairfield MSA,2019,May,05/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,4800
1980,State,California,2019,May,05/01/2019,32324000,Petroleum and Coal Products Manufacturin,N,12700
1981,State,California,2019,May,05/01/2019,90919110,Department of Defense,N,62100
1982,County,Amador County,2019,June,06/01/2019,65000000,Educational and Health Services,N,1740
1983,County,Colusa County,2019,June,06/01/2019,90000000,Government,N,2150
1984,County,Lassen County,2019,June,06/01/2019,90910000,Federal Government,N,1850
1985,County,Marin County,2019,June,06/01/2019,90939022,City,N,1600
1986,County,Mendocino County,2019,June,06/01/2019,65000000,Educational and Health Services,N,5750
1987,County,Napa County,2019,June,06/01/2019,6000000,Goods Producing,N,18700
1988,County,Napa County,2019,June,06/01/2019,80000000,Other Services,N,2100
1989,County,Plumas County,2019,June,06/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,300
1990,County,Plumas County,2019,June,06/01/2019,42000000,Retail Trade,N,620
1991,County,Riverside County,2019,June,06/01/2019,90000000,Government,N,133800
1992,County,Sacramento County,2019,June,06/01/2019,7000000,Service Providing,N,615800
1993,County,San Benito County,2019,June,06/01/2019,1000000,Total Wage and Salary,N,17900
1994,County,San Diego County,2019,June,06/01/2019,60561000,Administrative and Support Services,N,83100
1995,County,Stanislaus County,2019,June,06/01/2019,41000000,Wholesale Trade,N,6300
1996,County,Stanislaus County,2019,June,06/01/2019,6000000,Goods Producing,N,32000
1997,County,Tuolumne County,2019,June,06/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,210
1998,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,June,06/01/2019,6000000,Goods Producing,N,267600
1999,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,June,06/01/2019,55520000,Finance and Insurance,N,77100
2000,Metropolitan Area,Merced MSA,2019,June,06/01/2019,32000000,Nondurable Goods,N,8800
2001,Metropolitan Area,Oakland-Hayward-Berkeley MD,2019,June,06/01/2019,65623000,Nursing and Residential Care Facilities,N,22200
2002,Metropolitan Area,Redding MSA,2019,June,06/01/2019,42000000,Retail Trade,N,8900
2003,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2019,June,06/01/2019,42441300,"Automotive Parts, Accessories and Tire S",N,7400
2004,Metropolitan Area,Salinas MSA,2019,June,06/01/2019,90940000,State and Local Government,N,30000
2005,Metropolitan Area,San Diego-Carlsbad MSA,2019,June,06/01/2019,0,Total Nonfarm,Y,1503300
2006,Metropolitan Area,San Rafael MD,2019,June,06/01/2019,80000000,Other Services,N,5800
2007,Metropolitan Area,San Rafael MD,2019,June,06/01/2019,50000000,Information,N,2600
2008,Metropolitan Area,Santa Rosa MSA,2019,June,06/01/2019,32000000,Nondurable Goods,N,14300
2009,Metropolitan Area,Santa Rosa MSA,2019,June,06/01/2019,90922000,State Government Excluding Education,N,1400
2010,State,California,2019,June,06/01/2019,42452000,General Merchandise Stores,N,275100
2011,County,Alpine County,2019,July,07/01/2019,0,Total Nonfarm,N,630
2012,County,Glenn County,2019,July,07/01/2019,0,Total Nonfarm,N,7130
2013,County,Humboldt County,2019,July,07/01/2019,7000000,Service Providing,N,44500
2014,County,Madera County,2019,July,07/01/2019,0,Total Nonfarm,Y,39500
2015,County,Marin County,2019,July,07/01/2019,42000000,Retail Trade,N,14600
2016,County,Mono County,2019,July,07/01/2019,41000000,Wholesale Trade,N,11
2017,County,San Joaquin County,2019,July,07/01/2019,70722000,Food Services and Drinking Places,N,18800
2018,County,Santa Barbara County,2019,July,07/01/2019,15000000,"Natural Resources, Mining and Constructi",N,10100
2019,County,Shasta County,2019,July,07/01/2019,0,Total Nonfarm,N,66600
2020,County,Tulare County,2019,July,07/01/2019,32000000,Nondurable Goods,N,9600
2021,County,Ventura County,2019,July,07/01/2019,50000000,Information,N,5300
2022,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,July,07/01/2019,7000000,Service Providing,N,1398300
2023,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,July,07/01/2019,50517000,Telecommunications,N,6200
2024,Metropolitan Area,El Centro MSA,2019,July,07/01/2019,90910000,Federal Government,N,2100
2025,Metropolitan Area,El Centro MSA,2019,July,07/01/2019,90932000,Local Government Excluding Education,N,7500
2026,Metropolitan Area,Madera MSA,2019,July,07/01/2019,15000000,"Natural Resources, Mining and Constructi",N,2000
2027,Metropolitan Area,Merced MSA,2019,July,07/01/2019,7000000,Service Providing,N,52900
2028,Metropolitan Area,Modesto MSA,2019,July,07/01/2019,65000000,Educational and Health Services,N,34400
2029,Metropolitan Area,Oakland-Hayward-Berkeley MD,2019,July,07/01/2019,65620000,Health Care and Social Assistance,N,173400
2030,Metropolitan Area,San Luis Obispo-Paso Robles-Arroyo Grande MSA,2019,July,07/01/2019,50000000,Information,N,1200
2031,Metropolitan Area,San Rafael MD,2019,July,07/01/2019,30000000,Manufacturing,N,5300
2032,Metropolitan Area,San Rafael MD,2019,July,07/01/2019,80000000,Other Services,N,5900
2033,Metropolitan Area,Santa Rosa MSA,2019,July,07/01/2019,6000000,Goods Producing,N,40800
2034,Metropolitan Area,Santa Rosa MSA,2019,July,07/01/2019,70722000,Food Services and Drinking Places,N,18100
2035,Metropolitan Area,Stockton-Lodi MSA,2019,July,07/01/2019,90920000,State Government,N,6800
2036,Metropolitan Area,Vallejo-Fairfield MSA,2019,July,07/01/2019,41000000,Wholesale Trade,N,4500
2037,Metropolitan Area,Yuba City MSA,2019,July,07/01/2019,80000000,Other Services,N,1200
2038,State,California,2019,July,07/01/2019,65621200,Offices of Dentists,N,135500
2039,State,California,2019,July,07/01/2019,55523000,"Securities, Commodity Contracts and Inve",N,99100
2040,State,California,2019,July,07/01/2019,65610000,Educational Services,N,350300
2041,State,California,2019,July,07/01/2019,70713100,Amusement Parks and Arcades,N,57800
2042,State,California,2019,July,07/01/2019,41423400,Professional and Commercial Equipment Me,N,80900
2043,County,Butte County,2019,August,08/01/2019,15000000,"Natural Resources, Mining and Constructi",N,4700
2044,County,Colusa County,2019,August,08/01/2019,55000000,Financial Activities,N,140
2045,County,El Dorado County,2019,August,08/01/2019,90910000,Federal Government,N,800
2046,County,Glenn County,2019,August,08/01/2019,41000000,Wholesale Trade,N,350
2047,County,Humboldt County,2019,August,08/01/2019,80000000,Other Services,N,2100
2048,County,Kern County,2019,August,08/01/2019,90930000,Local Government,N,43800
2049,County,Los Angeles County,2019,August,08/01/2019,90000000,Government,N,555500
2050,County,Los Angeles County,2019,August,08/01/2019,65623100,Nursing Care Facilities,N,49100
2051,County,Los Angeles County,2019,August,08/01/2019,60561400,Business Support Services,N,15500
2052,County,Los Angeles County,2019,August,08/01/2019,90932994,Special Districts plus Indian Tribes,N,21000
2053,County,Monterey County,2019,August,08/01/2019,90000000,Government,N,33100
2054,County,Napa County,2019,August,08/01/2019,11000000,Total Farm,N,6000
2055,County,Riverside County,2019,August,08/01/2019,6000000,Goods Producing,N,116600
2056,County,San Luis Obispo County,2019,August,08/01/2019,90932994,Special Districts plus Indian Tribes,N,500
2057,County,San Mateo County,2019,August,08/01/2019,90920000,State Government,N,600
2058,County,Santa Cruz County,2019,August,08/01/2019,8000000,Private Service Providing,N,71400
2059,County,Shasta County,2019,August,08/01/2019,15000000,"Natural Resources, Mining and Constructi",N,4400
2060,County,Shasta County,2019,August,08/01/2019,41000000,Wholesale Trade,N,2100
2061,County,Sonoma County,2019,August,08/01/2019,60560000,Administrative and Support and Waste Ser,N,12200
2062,County,Tehama County,2019,August,08/01/2019,7000000,Service Providing,N,14610
2063,County,Tulare County,2019,August,08/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,7400
2064,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,August,08/01/2019,50517000,Telecommunications,N,6300
2065,Metropolitan Area,Bakersfield MSA,2019,August,08/01/2019,60560000,Administrative and Support and Waste Ser,N,15200
2066,Metropolitan Area,Fresno MSA,2019,August,08/01/2019,90930000,Local Government,N,48500
2067,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,August,08/01/2019,32315000,Apparel Manufacturing,N,25000
2068,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,August,08/01/2019,50515200,Cable and Other Subscription Programming,N,6000
2069,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2019,August,08/01/2019,70722590,Limited-Service Eating Places,N,81400
2070,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2019,August,08/01/2019,42000000,Retail Trade,N,78300
2071,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2019,August,08/01/2019,70710000,"Arts, Entertainment, and Recreation",N,21400
2072,Metropolitan Area,San Francisco-Redwood City-South San Francisco MD,2019,August,08/01/2019,40000000,"Trade, Transportation and Utilities",N,156100
2073,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2019,August,08/01/2019,90921611,State Government Education,N,4000
2074,Metropolitan Area,San Rafael MD,2019,August,08/01/2019,11000000,Total Farm,N,400
2075,Metropolitan Area,Santa Rosa MSA,2019,August,08/01/2019,11000000,Total Farm,N,7100
2076,State,California,2019,August,08/01/2019,55531200,Offices of Real Estate Agents and Broker,N,53800
2077,County,Glenn County,2019,September,09/01/2019,90930000,Local Government,N,1880
2078,County,Kern County,2019,September,09/01/2019,42448000,Clothing and Clothing Accessories Stores,N,2600
2079,County,Lake County,2019,September,09/01/2019,15000000,"Natural Resources, Mining and Constructi",N,910
2080,County,Los Angeles County,2019,September,09/01/2019,42444000,Building Material and Garden Equipment S,N,23600
2081,County,Los Angeles County,2019,September,09/01/2019,65622000,Hospitals,N,120100
2082,County,Los Angeles County,2019,September,09/01/2019,65624100,Individual and Family Services,N,235800
2083,County,Marin County,2019,September,09/01/2019,90919110,Department of Defense,N,0
2084,County,Napa County,2019,September,09/01/2019,8000000,Private Service Providing,N,46700
2085,County,Orange County,2019,September,09/01/2019,55520000,Finance and Insurance,N,77900
2086,County,Placer County,2019,September,09/01/2019,20000000,Construction,N,18300
2087,County,Santa Barbara County,2019,September,09/01/2019,90922000,State Government Excluding Education,N,600
2088,County,Santa Clara County,2019,September,09/01/2019,0,Total Nonfarm,N,1132700
2089,County,Solano County,2019,September,09/01/2019,60560000,Administrative and Support and Waste Ser,N,5800
2090,County,Yolo County,2019,September,09/01/2019,32000000,Nondurable Goods,N,3600
2091,Metropolitan Area,Bakersfield MSA,2019,September,09/01/2019,65620000,Health Care and Social Assistance,N,39800
2092,Metropolitan Area,Hanford-Corcoran MSA,2019,September,09/01/2019,90000000,Government,N,15100
2093,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,September,09/01/2019,60561000,Administrative and Support Services,N,271600
2094,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,September,09/01/2019,55539999,Real Estate and Rental and Leasing - Residual,N,21000
2095,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,September,09/01/2019,90939022,City,N,95400
2096,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,September,09/01/2019,60541100,Legal Services,N,53900
2097,Metropolitan Area,Napa MSA,2019,September,09/01/2019,41000000,Wholesale Trade,N,1800
2098,Metropolitan Area,Oxnard-Thousand Oaks-Ventura MSA,2019,September,09/01/2019,70000000,Leisure and Hospitality,N,38900
2099,Metropolitan Area,Redding MSA,2019,September,09/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,2000
2100,Metropolitan Area,San Diego-Carlsbad MSA,2019,September,09/01/2019,60000000,Professional and Business Services,N,256300
2101,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2019,September,09/01/2019,42444000,Building Material and Garden Equipment S,N,5200
2102,Metropolitan Area,Stockton-Lodi MSA,2019,September,09/01/2019,65610000,Educational Services,N,4500
2103,State,California,2019,September,09/01/2019,70000000,Leisure and Hospitality,N,2045600
2104,State,California,2019,September,09/01/2019,60560000,Administrative and Support and Waste Ser,Y,1133500
2105,County,Colusa County,2019,October,10/01/2019,31000000,Durable Goods,N,110
2106,County,El Dorado County,2019,October,10/01/2019,70720000,Accommodation and Food Service,N,7200
2107,County,Fresno County,2019,October,10/01/2019,32000000,Nondurable Goods,N,17800
2108,County,Humboldt County,2019,October,10/01/2019,42000000,Retail Trade,N,7300
2109,County,Los Angeles County,2019,October,10/01/2019,41423900,Miscellaneous Durable Goods Merchant Who,N,18200
2110,County,Los Angeles County,2019,October,10/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,215100
2111,County,Los Angeles County,2019,October,10/01/2019,41425000,Wholesale Electronic Markets and Agents,N,11100
2112,County,Placer County,2019,October,10/01/2019,32000000,Nondurable Goods,N,1300
2113,County,Riverside County,2019,October,10/01/2019,6000000,Goods Producing,N,115800
2114,County,San Bernardino County,2019,October,10/01/2019,60560000,Administrative and Support and Waste Ser,N,61100
2115,County,San Diego County,2019,October,10/01/2019,65620000,Health Care and Social Assistance,N,189200
2116,County,San Diego County,2019,October,10/01/2019,70722500,Restaurants,N,128000
2117,County,San Francisco County,2019,October,10/01/2019,60560000,Administrative and Support and Waste Ser,N,39700
2118,County,San Joaquin County,2019,October,10/01/2019,15000000,"Natural Resources, Mining and Constructi",N,13800
2119,County,San Mateo County,2019,October,10/01/2019,65610000,Educational Services,N,11400
2120,County,Siskiyou County,2019,October,10/01/2019,15000000,"Natural Resources, Mining and Constructi",N,670
2121,County,Sonoma County,2019,October,10/01/2019,6000000,Goods Producing,N,42000
2122,County,Stanislaus County,2019,October,10/01/2019,32311000,Food Manufacturing,N,9500
2123,County,Tuolumne County,2019,October,10/01/2019,42000000,Retail Trade,N,2400
2124,Metropolitan Area,Anaheim-Santa Ana-Irvine MD,2019,October,10/01/2019,60541100,Legal Services,N,16800
2125,Metropolitan Area,El Centro MSA,2019,October,10/01/2019,90000000,Government,N,19300
2126,Metropolitan Area,Hanford-Corcoran MSA,2019,October,10/01/2019,42000000,Retail Trade,N,4200
2127,Metropolitan Area,Merced MSA,2019,October,10/01/2019,5000000,Total Private,N,51700
2128,Metropolitan Area,Modesto MSA,2019,October,10/01/2019,32311000,Food Manufacturing,N,9500
2129,Metropolitan Area,Napa MSA,2019,October,10/01/2019,65620000,Health Care and Social Assistance,N,8800
2130,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2019,October,10/01/2019,30000000,Manufacturing,N,100800
2131,Metropolitan Area,San Diego-Carlsbad MSA,2019,October,10/01/2019,42445000,Food and Beverage Stores,N,31800
2132,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2019,October,10/01/2019,90932994,Special Districts plus Indian Tribes,N,4800
2133,Metropolitan Area,San Jose-Sunnyvale-Santa Clara MSA,2019,October,10/01/2019,30000000,Manufacturing,N,171100
2134,Metropolitan Area,Yuba City MSA,2019,October,10/01/2019,65000000,Educational and Health Services,N,9000
2135,Metropolitan Area,Yuba City MSA,2019,October,10/01/2019,42000000,Retail Trade,N,5900
2136,State,California,2019,October,10/01/2019,41000000,Wholesale Trade,Y,688400
2137,State,California,2019,October,10/01/2019,32322200,Converted Paper Product Mfg.,N,19800
2138,County,Imperial County,2019,November,11/01/2019,42000000,Retail Trade,N,8500
2139,County,Los Angeles County,2019,November,11/01/2019,55522000,Credit Intermediation and Related Activi,N,59500
2140,County,Los Angeles County,2019,November,11/01/2019,65621100,Offices of Physicians,N,63400
2141,County,Los Angeles County,2019,November,11/01/2019,41000000,Wholesale Trade,N,219800
2142,County,Mariposa County,2019,November,11/01/2019,20000000,Construction,N,220
2143,County,Monterey County,2019,November,11/01/2019,90930000,Local Government,N,24500
2144,County,Monterey County,2019,November,11/01/2019,90939022,City,N,2300
2145,County,Napa County,2019,November,11/01/2019,90939022,City,N,900
2146,County,Napa County,2019,November,11/01/2019,11000000,Total Farm,N,3400
2147,County,Siskiyou County,2019,November,11/01/2019,42000000,Retail Trade,N,1670
2148,County,Sutter County,2019,November,11/01/2019,40000000,"Trade, Transportation and Utilities",N,7400
2149,Metropolitan Area,Bakersfield MSA,2019,November,11/01/2019,65000000,Educational and Health Services,N,42400
2150,Metropolitan Area,Chico MSA,2019,November,11/01/2019,30000000,Manufacturing,N,3900
2151,Metropolitan Area,Chico MSA,2019,November,11/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,1600
2152,Metropolitan Area,El Centro MSA,2019,November,11/01/2019,15000000,"Natural Resources, Mining and Constructi",N,2000
2153,Metropolitan Area,Los Angeles-Long Beach-Glendale MD,2019,November,11/01/2019,65621200,Offices of Dentists,N,33700
2154,Metropolitan Area,Madera MSA,2019,November,11/01/2019,7000000,Service Providing,N,35200
2155,Metropolitan Area,Riverside-San Bernardino-Ontario MSA,2019,November,11/01/2019,65621000,Ambulatory Health Care Services,N,81100
2156,Metropolitan Area,Sacramento--Roseville--Arden-Arcade MSA,2019,November,11/01/2019,43000000,"Transportation, Warehousing and Utilitie",N,34800
2157,Metropolitan Area,Salinas MSA,2019,November,11/01/2019,30000000,Manufacturing,N,5100
2158,Metropolitan Area,Santa Cruz-Watsonville MSA,2019,November,11/01/2019,50000000,Information,N,700
2159,Metropolitan Area,Santa Rosa MSA,2019,November,11/01/2019,40000000,"Trade, Transportation and Utilities",N,36700
2160,Metropolitan Area,Visalia-Porterville MSA,2019,November,11/01/2019,0,Total Nonfarm,Y,130000
2161,State,California,2019,November,11/01/2019,80813200,Grantmaking & Giving Serv.,N,27200
2162,State,California,2019,November,11/01/2019,32311000,Food Manufacturing,N,161900
2163,State,California,2019,November,11/01/2019,0,Total Nonfarm,Y,17560400
2164,State,California,2019,November,11/01/2019,41423100,Motor Vehicle and Motor Vehicle Parts Me,N,41100
2165,State,California,2019,November,11/01/2019,65622000,Hospitals,N,407500
2166,County,Alameda County,2019,December,12/01/2019,50000000,Information,N,20700
2167,County,Del Norte County,2019,December,12/01/2019,90920000,State Government,N,1410
2168,County,Kern County,2019,December,12/01/2019,70722000,Food Services and Drinking Places,N,23000
2169,County,Lassen County,2019,December,12/01/2019,11000000,Total Farm,N,290
2170,County,Lassen County,2019,December,12/01/2019,65000000,Educational and Health Services,N,890
2171,County,Los Angeles County,2019,December,12/01/2019,32325000,Chemical Manufacturing,N,20000
2172,County,Los Angeles County,2019,December,12/01/2019,60561700,Services to Buildings and Dwellings,N,49400
2173,County,Placer County,2019,December,12/01/2019,70000000,Leisure and Hospitality,N,24900
2174,County,Placer County,2019,December,12/01/2019,42000000,Retail Trade,N,23800
2175,County,San Bernardino County,2019,December,12/01/2019,70000000,Leisure and Hospitality,N,79400
2176,County,San Francisco County,2019,December,12/01/2019,60550000,Management of Companies and Enterprises,N,18700
2177,County,Santa Barbara County,2019,December,12/01/2019,50000000,Information,N,4200
2178,County,Santa Cruz County,2019,December,12/01/2019,7000000,Service Providing,N,92500
2179,Metropolitan Area,Chico MSA,2019,December,12/01/2019,80000000,Other Services,N,4100
